#chr	start	end	gene_id
chr1	193482539	193482540	ENSG00000288950
chr1	193678893	193678894	ENSG00000226640
chr1	193688428	193688429	ENSG00000237011
chr1	193757266	193757267	RPL23AP22
chr1	194188966	194188967	EEF1A1P14
chr1	194350942	194350943	ENSG00000231714
chr1	194488204	194488205	RNU6-983P
chr1	194718794	194718795	ENSG00000228167
chr1	194931309	194931310	ENSG00000285718
chr1	195763500	195763501	ENSG00000287364
chr1	196065234	196065235	LINC01724
chr1	196582480	196582481	MIR4735
chr1	196609224	196609225	KCNT2
chr1	196651753	196651754	CFH
chr1	196651851	196651852	ENSG00000289697
chr1	196774812	196774813	CFHR3
chr1	196819730	196819731	CFHR1
chr1	196850282	196850283	ENSG00000285986
chr1	196888013	196888014	CFHR4
chr1	196943737	196943738	CFHR2
chr1	196970494	196970495	ENSG00000273844
chr1	196975009	196975010	CFHR5
chr1	197067259	197067260	F13B
chr1	197139306	197139307	SEPTIN14P12
chr1	197146693	197146694	ASPM
chr1	197201292	197201293	ZBTB41
chr1	197201485	197201486	ENSG00000290127
chr1	197222221	197222222	ENSG00000237861
chr1	197268203	197268204	CRB1
chr1	197363816	197363817	MRPS21P3
chr1	197447468	197447469	ENSG00000230260
chr1	197685739	197685740	Y_RNA
chr1	197688759	197688760	EEF1A1P32
chr1	197735635	197735636	ENSG00000235582
chr1	197747450	197747451	FAM204BP
chr1	197757318	197757319	ENSG00000224901
chr1	197775695	197775696	DENND1B
chr1	197902629	197902630	C1orf53
chr1	197911901	197911902	LHX9
chr1	198156993	198156994	NEK7
chr1	198198185	198198186	PRR13P1
chr1	198519876	198519877	ENSG00000287989
chr1	198540944	198540945	ATP6V1G3
chr1	198598867	198598868	ENSG00000223881
chr1	198638456	198638457	PTPRC
chr1	198667060	198667061	ENSG00000261573
chr1	198680032	198680033	PEBP1P3
chr1	198858981	198858982	MIR181B1
chr1	198859152	198859153	MIR181A1
chr1	198937470	198937471	MIR181A1HG
chr1	198949015	198949016	ENSG00000227747
chr1	198973378	198973379	ENSG00000225172
chr1	199016132	199016133	LINC01221
chr1	199021036	199021037	LINC01222
chr1	199080974	199080975	ENSG00000286541
chr1	199148597	199148598	LINC02789
chr1	199371876	199371877	RPL23AP16
chr1	199387140	199387141	EEF1A1P44
chr1	199752490	199752491	ENSG00000231984
chr1	199876977	199876978	ENSG00000228530
chr1	199888158	199888159	RNU6-778P
chr1	199908920	199908921	ENSG00000229747
chr1	199932232	199932233	ENSG00000290125
chr1	200008606	200008607	RNU6-716P
chr1	200014794	200014795	RNU6-609P
chr1	200027613	200027614	NR5A2
chr1	200054060	200054061	RNU6-570P
chr1	200148278	200148279	ENSG00000229220
chr1	200213677	200213678	CCNQP1
chr1	200315966	200315967	ENSG00000273093
chr1	200329160	200329161	ENSG00000213045
chr1	200333192	200333193	ENSG00000230623
chr1	200400704	200400705	LINC00862
chr1	200410055	200410056	ZNF281
chr1	200483603	200483604	ENSG00000282849
chr1	200620750	200620751	KIF14
chr1	200669506	200669507	DDX59-AS1
chr1	200669906	200669907	DDX59
chr1	200738892	200738893	CAMSAP2
chr1	200863807	200863808	RPL34P6
chr1	200872980	200872981	GPR25
chr1	200891047	200891048	INAVA
chr1	200917459	200917460	MROH3P
chr1	200933446	200933447	RNU6-704P
chr1	201023713	201023714	KIF21B
chr1	201023948	201023949	ENSG00000229191
chr1	201031135	201031136	ENSG00000234132
chr1	201112450	201112451	CACNA1S
chr1	201127183	201127184	ASCL5
chr1	201171573	201171574	TMEM9
chr1	201190823	201190824	IGFN1
chr1	201223122	201223123	ENSG00000229821
chr1	201283451	201283452	PKP1
chr1	201377763	201377764	TNNT2
chr1	201385783	201385784	ENSG00000286600
chr1	201399632	201399633	ENSG00000282221
chr1	201399914	201399915	LAD1
chr1	201428974	201428975	ENSG00000227048
chr1	201429865	201429866	TNNI1
chr1	201465145	201465146	ENSG00000224818
chr1	201469236	201469237	PHLDA3
chr1	201507240	201507241	CSRP1-AS1
chr1	201509455	201509456	CSRP1
chr1	201518702	201518703	RPS10P7
chr1	201539126	201539127	NAV1
chr1	201674143	201674144	ENSG00000236390
chr1	201719507	201719508	MIR5191
chr1	201733405	201733406	RNU6-501P
chr1	201737505	201737506	ENSG00000235121
chr1	201808610	201808611	MIR1231
chr1	201829148	201829149	IPO9
chr1	201829558	201829559	IPO9-AS1
chr1	201863372	201863373	MIR6739
chr1	201888679	201888680	SHISA4
chr1	201893841	201893842	ENSG00000223774
chr1	201946587	201946588	LMOD1
chr1	201955502	201955503	TIMM17A
chr1	201978460	201978461	SNORA70H
chr1	201978641	201978642	RPL10P4
chr1	201982371	201982372	RNPEP
chr1	202003123	202003124	MIR6740
chr1	202007944	202007945	ELF3
chr1	202010462	202010463	ELF3-AS1
chr1	202011369	202011370	ENSG00000249007
chr1	202028605	202028606	ENSG00000232296
chr1	202039850	202039851	ENSG00000235811
chr1	202070840	202070841	Y_RNA
chr1	202096758	202096759	CRIP1P3
chr1	202122885	202122886	GPR37L1
chr1	202144742	202144743	ARL8A
chr1	202161587	202161588	PTPN7
chr1	202168050	202168051	PTPRVP
chr1	202193798	202193799	LGR6
chr1	202341983	202341984	UBE2T
chr1	202348698	202348699	PPP1R12B
chr1	202370144	202370145	CYCSP4
chr1	202410206	202410207	RNU6-89P
chr1	202438395	202438396	ENSG00000232626
chr1	202472116	202472117	ENSG00000236439
chr1	202527426	202527427	SNORA70
chr1	202604267	202604268	ENSG00000226862
chr1	202632427	202632428	ENSG00000225620
chr1	202710453	202710454	SYT2
chr1	202767417	202767418	ENSG00000235449
chr1	202796029	202796030	SLC25A39P1
chr1	202808486	202808487	KDM5B
chr1	202810828	202810829	ENSG00000260021
chr1	202810849	202810850	PCAT6
chr1	202820265	202820266	MGAT4EP
chr1	202859098	202859099	TUBA5P
chr1	202861753	202861754	ACTG1P25
chr1	202861754	202861755	ENSG00000291234
chr1	202889148	202889149	RABIF
chr1	202911811	202911812	HNRNPA1P59
chr1	202914979	202914980	Y_RNA
chr1	202928635	202928636	KLHL12
chr1	202958571	202958572	ADIPOR1
chr1	202967274	202967275	CYB5R1
chr1	202988481	202988482	ENSG00000290909
chr1	202988581	202988582	MGAT4FP
chr1	202999737	202999738	ENSG00000231547
chr1	203007373	203007374	TMEM183A
chr1	203026490	203026491	PPFIA4
chr1	203086011	203086012	MYOG
chr1	203090653	203090654	ADORA1
chr1	203128366	203128367	ENSG00000234775
chr1	203152578	203152579	ENSG00000224671
chr1	203175825	203175826	MYBPH
chr1	203186703	203186704	CHI3L1
chr1	203255742	203255743	NPM1P40
chr1	203273220	203273221	LINC01353
chr1	203273640	203273641	CHIT1
chr1	203290499	203290500	ENSG00000288925
chr1	203305314	203305315	BTG2-DT
chr1	203305490	203305491	BTG2
chr1	203319098	203319099	RNU6-487P
chr1	203351757	203351758	FMOD
chr1	203353650	203353651	ENSG00000229652
chr1	203400580	203400581	LARP7P1
chr1	203475805	203475806	PRELP
chr1	203494152	203494153	OPTC
chr1	203626831	203626832	ATP2B4
chr1	203657759	203657760	NSA2P1
chr1	203729580	203729581	SNORA77
chr1	203765176	203765177	LAX1
chr1	203795622	203795623	ZC3H11A
chr1	203795622	203795623	ZBED6
chr1	203802093	203802094	ENSG00000288644
chr1	203806262	203806263	ENSG00000227417
chr1	203835911	203835912	RPL35AP5
chr1	203861598	203861599	SNRPE
chr1	203874186	203874187	KRT8P29
chr1	203904012	203904013	HSPE1P6
chr1	203954639	203954640	CBX1P3
chr1	203996531	203996532	ENSG00000286383
chr1	204041264	204041265	LINC00303
chr1	204073114	204073115	SOX13
chr1	204073964	204073965	ENSG00000286572
chr1	204131061	204131062	ENSG00000261065
chr1	204141403	204141404	ERLNC1
chr1	204152043	204152044	ETNK2
chr1	204183005	204183006	ENSG00000225522
chr1	204190323	204190324	REN
chr1	204196490	204196491	KISS1
chr1	204213987	204213988	GOLT1A
chr1	204276900	204276901	ENSG00000231691
chr1	204347257	204347258	ENSG00000219133
chr1	204369718	204369719	LINC00628
chr1	204377664	204377665	PLEKHA6
chr1	204377849	204377850	PPP1R15B-AS1
chr1	204394540	204394541	ENSG00000237848
chr1	204411364	204411365	ENSG00000288934
chr1	204411886	204411887	PPP1R15B
chr1	204494804	204494805	PIK3C2B
chr1	204516378	204516379	MDM4
chr1	204529691	204529692	ENSG00000236779
chr1	204562520	204562521	RNA5SP74
chr1	204603034	204603035	ENSG00000240710
chr1	204626774	204626775	ENSG00000240219
chr1	204663871	204663872	ENSG00000228153
chr1	204685737	204685738	LRRN2
chr1	204707429	204707430	RNA5SP75
chr1	204727990	204727991	ENSG00000251861
chr1	204828650	204828651	NFASC
chr1	204829273	204829274	ENSG00000287197
chr1	204946607	204946608	ENSG00000229657
chr1	205042936	205042937	CNTN2
chr1	205084459	205084460	TMEM81
chr1	205091162	205091163	ENSG00000271580
chr1	205122014	205122015	RBBP5
chr1	205134645	205134646	ENSG00000236108
chr1	205202190	205202191	ENSG00000213041
chr1	205211701	205211702	DSTYK
chr1	205227945	205227946	TMCC2
chr1	205236866	205236867	TMCC2-AS1
chr1	205321744	205321745	NUAK2
chr1	205351246	205351247	SNRPGP10
chr1	205357089	205357090	KLHDC8A
chr1	205373251	205373252	LEMD1-AS1
chr1	205448397	205448398	MIR135B
chr1	205455928	205455929	LEMD1-DT
chr1	205455953	205455954	LEMD1
chr1	205457090	205457091	BLACAT1
chr1	205504595	205504596	CDK18
chr1	205566715	205566716	RNU2-19P
chr1	205568884	205568885	MFSD4A
chr1	205595040	205595041	RNU6-418P
chr1	205625482	205625483	ENSG00000236942
chr1	205632010	205632011	ELK4
chr1	205680508	205680509	SLC45A3
chr1	205684017	205684018	Metazoa_SRP
chr1	205731351	205731352	SNORA72
chr1	205750181	205750182	NUCKS1
chr1	205775481	205775482	RAB29
chr1	205775558	205775559	ENSG00000285521
chr1	205813321	205813322	ENSG00000286619
chr1	205813747	205813748	SLC41A1
chr1	205850131	205850132	PM20D1
chr1	205935127	205935128	ENSG00000227687
chr1	205943459	205943460	SLC26A9
chr1	206003460	206003461	RAB7B
chr1	206023908	206023909	CTSE
chr1	206035252	206035253	ENSG00000285417
chr1	206053172	206053173	RHEX
chr1	206080238	206080239	ENSG00000252692
chr1	206117698	206117699	AVPR1B
chr1	206117782	206117783	AVPR1B-DT
chr1	206147163	206147164	ENSG00000287432
chr1	206161275	206161276	RPL22P4
chr1	206177245	206177246	ENSG00000236889
chr1	206203345	206203346	SRGAP2
chr1	206204413	206204414	FAM72A
chr1	206333437	206333438	ENSG00000229509
chr1	206470475	206470476	IKBKE
chr1	206474802	206474803	MIR6769B
chr1	206497727	206497728	C1orf147
chr1	206503947	206503948	ENSG00000261000
chr1	206507530	206507531	RASSF5
chr1	206528914	206528915	RPL7AP20
chr1	206541757	206541758	ENSG00000279946
chr1	206612464	206612465	EIF2D
chr1	206635535	206635536	DYRK3
chr1	206635713	206635714	DYRK3-AS1
chr1	206684904	206684905	MAPKAPK2
chr1	206696268	206696269	ENSG00000224114
chr1	206748091	206748092	Y_RNA
chr1	206770763	206770764	IL19
chr1	206774540	206774541	IL10
chr1	206865622	206865623	IL20
chr1	206897442	206897443	IL24
chr1	206905927	206905928	ENSG00000271680
chr1	206907618	206907619	ENSG00000226945
chr1	206923246	206923247	FCMR
chr1	206946465	206946466	PIGR
chr1	206970624	206970625	FCAMR
chr1	207032755	207032756	C1orf116
chr1	207034365	207034366	PFKFB2
chr1	207052979	207052980	YOD1
chr1	207088859	207088860	C4BPB
chr1	207104232	207104233	C4BPA
chr1	207127485	207127486	ENSG00000275392
chr1	207150280	207150281	ENSG00000226565
chr1	207165495	207165496	C4BPAP1
chr1	207179295	207179296	ENSG00000243636
chr1	207225797	207225798	C4BPAP2
chr1	207240121	207240122	LINC02942
chr1	207321518	207321519	CD55
chr1	207416235	207416236	ENSG00000283044
chr1	207453023	207453024	CR2
chr1	207496146	207496147	CR1
chr1	207606554	207606555	ENSG00000236911
chr1	207645112	207645113	CR1L
chr1	207645233	207645234	CD46P1
chr1	207658453	207658454	CDCA4P3
chr1	207708980	207708981	RNA5SP534
chr1	207711507	207711508	ENSG00000285239
chr1	207752036	207752037	CD46
chr1	207762583	207762584	CDCA4P4
chr1	207801938	207801939	MIR29C
chr1	207802522	207802523	MIR29B2
chr1	207822902	207822903	ENSG00000289071
chr1	207879114	207879115	MIR29B2CHG
chr1	207909991	207909992	ENSG00000285719
chr1	207911401	207911402	CD34
chr1	207959291	207959292	LINC02767
chr1	208106101	208106102	ENSG00000287220
chr1	208244383	208244384	PLXNA2
chr1	208255375	208255376	ENSG00000226843
chr1	208270666	208270667	ENSG00000286198
chr1	208614294	208614295	LINC01735
chr1	208628084	208628085	LINC02769
chr1	208697697	208697698	RPS26P13
chr1	208728664	208728665	LINC01717
chr1	208972453	208972454	LINC01774
chr1	209001337	209001338	ENSG00000278684
chr1	209107502	209107503	ENSG00000287046
chr1	209173013	209173014	ENSG00000228081
chr1	209232195	209232196	TFDP1P1
chr1	209266757	209266758	ENSG00000232537
chr1	209268222	209268223	ATP5MC2P1
chr1	209325391	209325392	LINC01696
chr1	209367661	209367662	LINC01698
chr1	209428816	209428817	MIR205HG
chr1	209432132	209432133	MIR205
chr1	209531215	209531216	ENSG00000287902
chr1	209567672	209567673	ENSG00000224260
chr1	209583713	209583714	CAMK1G
chr1	209623509	209623510	MIR4260
chr1	209652424	209652425	LAMB3
chr1	209675411	209675412	G0S2
chr1	209686177	209686178	HSD11B1
chr1	209724124	209724125	HSD11B1-AS1
chr1	209744372	209744373	ADORA2BP1
chr1	209756031	209756032	TRAF3IP3
chr1	209784558	209784559	C1orf74
chr1	209806174	209806175	IRF6
chr1	209806178	209806179	ENSG00000289700
chr1	209827971	209827972	UTP25
chr1	209900922	209900923	SYT14
chr1	209997091	209997092	ENSG00000287343
chr1	210232795	210232796	SERTAD4
chr1	210234046	210234047	SERTAD4-AS1
chr1	210267240	210267241	ST13P19
chr1	210303683	210303684	ENSG00000233455
chr1	210328251	210328252	HHAT
chr1	210366947	210366948	ENSG00000287354
chr1	210374266	210374267	RNU5A-8P
chr1	210394111	210394112	ENSG00000287157
chr1	210463011	210463012	BPNT2P1
chr1	210678314	210678315	ENSG00000279333
chr1	210862284	210862285	IPO8P1
chr1	211133373	211133374	KCNH1-IT1
chr1	211134164	211134165	KCNH1
chr1	211173487	211173488	ENSG00000234004
chr1	211188532	211188533	ENSG00000283952
chr1	211207137	211207138	ENSG00000284376
chr1	211207238	211207239	PRELID1P5
chr1	211258376	211258377	RCOR3
chr1	211326614	211326615	TRAF5
chr1	211382716	211382717	ENSG00000287033
chr1	211382735	211382736	LINC00467
chr1	211417024	211417025	SNX25P1
chr1	211442273	211442274	ARPC3P2
chr1	211492161	211492162	RD3
chr1	211492254	211492255	ENSG00000223649
chr1	211579160	211579161	SLC30A1
chr1	211583724	211583725	ENSG00000261314
chr1	211606578	211606579	ENSG00000288738
chr1	211639439	211639440	NTRAS
chr1	211644113	211644114	ENSG00000228792
chr1	211661276	211661277	FDPSP8
chr1	211675629	211675630	NEK2
chr1	211675748	211675749	NEK2-DT
chr1	211725401	211725402	ENSG00000226868
chr1	211792405	211792406	RN7SL344P
chr1	211803016	211803017	Y_RNA
chr1	211829635	211829636	LPGAT1-AS1
chr1	211830762	211830763	LPGAT1
chr1	211936248	211936249	ENSG00000233626
chr1	212025560	212025561	ENSG00000212187
chr1	212035552	212035553	DTL
chr1	212035556	212035557	INTS7
chr1	212052005	212052006	RPL21P28
chr1	212077612	212077613	MIR3122
chr1	212099675	212099676	RN7SKP98
chr1	212168206	212168207	ENSG00000229983
chr1	212285129	212285130	LINC02608
chr1	212285409	212285410	PPP2R5A
chr1	212297447	212297448	ENSG00000230063
chr1	212309517	212309518	RPL23AP18
chr1	212331712	212331713	ENSG00000234915
chr1	212352815	212352816	SNORA16B
chr1	212357417	212357418	ENSG00000229832
chr1	212414900	212414901	PACC1
chr1	212432774	212432775	ENSG00000287445
chr1	212432919	212432920	NENF
chr1	212472904	212472905	LINC02771
chr1	212504177	212504178	ENSG00000286213
chr1	212545693	212545694	LINC01740
chr1	212559362	212559363	ENSG00000288007
chr1	212559730	212559731	ENSG00000260805
chr1	212565333	212565334	ATF3
chr1	212624473	212624474	GARIN4
chr1	212626770	212626771	ENSG00000235862
chr1	212647295	212647296	ENSG00000226036
chr1	212665637	212665638	LINC02773
chr1	212699839	212699840	BATF3
chr1	212791781	212791782	NSL1
chr1	212791827	212791828	TATDN3
chr1	212824026	212824027	ENSG00000236905
chr1	212847648	212847649	SPATA45
chr1	212853279	212853280	ENSG00000235182
chr1	212855365	212855366	ENSG00000236317
chr1	212858138	212858139	FLVCR1-DT
chr1	212858274	212858275	FLVCR1
chr1	212916786	212916787	ENSG00000282718
chr1	212950519	212950520	VASH2
chr1	213015866	213015867	ANGEL2
chr1	213051232	213051233	RPS6KC1
chr1	213429076	213429077	RPL31P13
chr1	213492287	213492288	ENSG00000225233
chr1	213731415	213731416	ENSG00000228255
chr1	213926653	213926654	LINC00538
chr1	213983180	213983181	PROX1
chr1	213986418	213986419	ENSG00000274895
chr1	213988507	213988508	PROX1-AS1
chr1	214030900	214030901	ENSG00000272167
chr1	214187772	214187773	LINC02775
chr1	214281101	214281102	SMYD2
chr1	214357614	214357615	ENSG00000228470
chr1	214483386	214483387	ENSG00000213036
chr1	214532194	214532195	KRT18P12
chr1	214552448	214552449	PTPN14
chr1	214603184	214603185	CENPF
chr1	214608839	214608840	ABHD17AP3
chr1	214613397	214613398	UBE2V1P13
chr1	214870733	214870734	GAPDHP24
chr1	214943122	214943123	ENSG00000223869
chr1	214946908	214946909	ENSG00000287008
chr1	215005774	215005775	KCNK2
chr1	215376483	215376484	VDAC1P10
chr1	215394417	215394418	ENSG00000282265
chr1	215567303	215567304	KCTD3
chr1	215630116	215630117	SNORD116
chr1	215886581	215886582	ENSG00000229242
chr1	216072464	216072465	USH2A-AS2
chr1	216194050	216194051	USH2A-AS1
chr1	216201825	216201826	MRPS18BP1
chr1	216423447	216423448	USH2A
chr1	217137754	217137755	ESRRG
chr1	217631089	217631090	GPATCH2
chr1	217631323	217631324	SPATA17
chr1	217785119	217785120	SPATA17-AS1
chr1	217850632	217850633	UBBP2
chr1	217892899	217892900	LINC00210
chr1	218031834	218031835	ENSG00000230714
chr1	218043504	218043505	LINC01653
chr1	218049220	218049221	ENSG00000286775
chr1	218129794	218129795	RNU1-141P
chr1	218285292	218285293	RRP15
chr1	218301971	218301972	ENSG00000229016
chr1	218338540	218338541	ENSG00000223375
chr1	218345335	218345336	TGFB2
chr1	218346035	218346036	TGFB2-AS1
chr1	218442625	218442626	TGFB2-OT1
chr1	218459264	218459265	LINC02869
chr1	218541898	218541899	U3
chr1	218882649	218882650	NXNP1
chr1	218918713	218918714	LINC01710
chr1	219173868	219173869	LYPLAL1
chr1	219173960	219173961	LYPLAL1-DT
chr1	219200566	219200567	RIMKLBP2
chr1	219225496	219225497	ENSG00000223842
chr1	219270773	219270774	ENSG00000277007
chr1	219294981	219294982	ENSG00000287676
chr1	219459368	219459369	LYPLAL1-AS1
chr1	219557191	219557192	ENSG00000238232
chr1	219613104	219613105	ZC3H11B
chr1	219761788	219761789	RNA5SP76
chr1	219959017	219959018	SLC30A10
chr1	219962651	219962652	U3
chr1	220046529	220046530	EPRS1
chr1	220090461	220090462	BPNT1
chr1	220094131	220094132	IARS2
chr1	220117961	220117962	MIR215
chr1	220118240	220118241	MIR194-1
chr1	220144350	220144351	RPS15AP12
chr1	220200618	220200619	MIR664A
chr1	220200675	220200676	SNORA36B
chr1	220207617	220207618	SNX2P1
chr1	220220290	220220291	ENSG00000270708
chr1	220253569	220253570	MORF4L1P1
chr1	220267916	220267917	AURKAP1
chr1	220272528	220272529	RAB3GAP2
chr1	220315564	220315565	XRCC6P3
chr1	220317598	220317599	RPLP0P5
chr1	220360182	220360183	ENSG00000226927
chr1	220401121	220401122	ENSG00000260505
chr1	220448515	220448516	RPL7AP81
chr1	220455311	220455312	ENSG00000234863
chr1	220467953	220467954	PRELID3BP1
chr1	220487557	220487558	LINC02779
chr1	220528135	220528136	MARK1
chr1	220572034	220572035	RN7SL464P
chr1	220625739	220625740	HDAC1P2
chr1	220690362	220690363	C1orf115
chr1	220748224	220748225	MTARC2
chr1	220786351	220786352	MTARC1
chr1	220786989	220786990	ENSG00000286231
chr1	220825619	220825620	RNU6ATAC35P
chr1	220825775	220825776	ENSG00000276642
chr1	220829210	220829211	ENSG00000272823
chr1	220829254	220829255	LINC01352
chr1	220879200	220879201	ENSG00000289142
chr1	220879430	220879431	HLX
chr1	220880139	220880140	HLX-AS1
chr1	221134220	221134221	ENSG00000226211
chr1	221336488	221336489	LINC02817
chr1	221508558	221508559	ENSG00000232436
chr1	221549361	221549362	ENSG00000286398
chr1	221550642	221550643	ENSG00000227585
chr1	221563652	221563653	ENSG00000286421
chr1	221742088	221742089	DUSP10
chr1	221837436	221837437	RNU6-403P
chr1	221840716	221840717	LINC01655
chr1	221966340	221966341	LINC02474
chr1	221978522	221978523	LINC02257
chr1	222064772	222064773	LINC01705
chr1	222262795	222262796	QRSL1P2
chr1	222389102	222389103	ENSG00000236230
chr1	222454704	222454705	ENSG00000226643
chr1	222468093	222468094	CICP13
chr1	222503734	222503735	RNU6-791P
chr1	222504621	222504622	ENSG00000276997
chr1	222519731	222519732	ENSG00000267305
chr1	222548103	222548104	HHIPL2
chr1	222589824	222589825	TAF1A-AS1
chr1	222589932	222589933	TAF1A
chr1	222618096	222618097	MIA3
chr1	222641857	222641858	ENSG00000229399
chr1	222661511	222661512	ENSG00000272750
chr1	222712552	222712553	BROX
chr1	222713209	222713210	AIDA
chr1	222737201	222737202	FAM177B
chr1	222742639	222742640	ENSG00000289880
chr1	222773148	222773149	ENSG00000287684
chr1	222815021	222815022	DISP1
chr1	222945724	222945725	NDUFB1P2
chr1	223103334	223103335	ENSG00000287338
chr1	223143247	223143248	TLR5
chr1	223144048	223144049	ENSG00000236846
chr1	223181143	223181144	ENSG00000226601
chr1	223364232	223364233	SUSD4
chr1	223373821	223373822	RNU4-57P
chr1	223393414	223393415	CCDC185
chr1	223644382	223644383	SNRPEP10
chr1	223665722	223665723	CAPN8
chr1	223690050	223690051	RNU6-1248P
chr1	223701592	223701593	CAPN2
chr1	223845953	223845954	TP53BP2
chr1	223846080	223846081	ENSG00000288999
chr1	223857386	223857387	PHB1P11
chr1	223864850	223864851	ACTBP11
chr1	223947604	223947605	CICP5
chr1	223976248	223976249	RNU6-1319P
chr1	223988153	223988154	GTF2IP20
chr1	223992627	223992628	ENSG00000291068
chr1	223992742	223992743	ENSG00000290989
chr1	223994261	223994262	ENSG00000278467
chr1	223995894	223995895	SEPTIN7P13
chr1	224035055	224035056	ENSG00000229930
chr1	224107540	224107541	RN7SKP49
chr1	224114110	224114111	FBXO28
chr1	224175705	224175706	ENSG00000236773
chr1	224175755	224175756	DEGS1
chr1	224179640	224179641	SNORA72
chr1	224213624	224213625	ENSG00000232628
chr1	224219612	224219613	ENSG00000237101
chr1	224257140	224257141	MIR320B2
chr1	224297645	224297646	ENSG00000229742
chr1	224305379	224305380	RNU6-1008P
chr1	224330188	224330189	NVL
chr1	224356857	224356858	CNIH4
chr1	224398310	224398311	MIR4742
chr1	224434659	224434660	CNIH3
chr1	224437032	224437033	WDR26
chr1	224574433	224574434	AKR1B1P1
chr1	224616219	224616220	CNIH3-AS2
chr1	224661885	224661886	DNAJB6P6
chr1	224712848	224712849	ENSG00000286174
chr1	224730661	224730662	CNIH3-AS1
chr1	224766323	224766324	LINC02813
chr1	224881354	224881355	ENSG00000286719
chr1	224896261	224896262	DNAH14
chr1	225428924	225428925	LBR
chr1	225465020	225465021	ENSG00000282418
chr1	225465399	225465400	LINC02765
chr1	225467771	225467772	ENSG00000289962
chr1	225653141	225653142	ENAH
chr1	225653284	225653285	ENSG00000289602
chr1	225700263	225700264	ENSG00000227496
chr1	225736273	225736274	ENSG00000226349
chr1	225741274	225741275	RNU6-1304P
chr1	225777812	225777813	SRP9
chr1	225803147	225803148	LEFTY3P
chr1	225810123	225810124	EPHX1
chr1	225846521	225846522	ENSG00000242861
chr1	225882379	225882380	TMEM63A
chr1	225911381	225911382	LEFTY1
chr1	225922141	225922142	MIR6741
chr1	225924277	225924278	ENSG00000255835
chr1	225924339	225924340	PYCR2
chr1	225937556	225937557	ENSG00000248322
chr1	225941382	225941383	LEFTY2
chr1	225964178	225964179	NDUFA3P3
chr1	225999342	225999343	SDE2
chr1	225999614	225999615	ENSG00000289341
chr1	226061850	226061851	H3-3A
chr1	226061897	226061898	H3-3A-DT
chr1	226083589	226083590	LINC01703
chr1	226127177	226127178	ENSG00000270598
chr1	226148002	226148003	ACBD3-AS1
chr1	226186740	226186741	ACBD3
chr1	226189220	226189221	ENSG00000223570
chr1	226223617	226223618	MIXL1
chr1	226309868	226309869	LIN9
chr1	226318692	226318693	YBX1P9
chr1	226333654	226333655	ENSG00000275406
chr1	226349170	226349171	ENSG00000289348
chr1	226408153	226408154	PARP1
chr1	226412134	226412135	ENSG00000270287
chr1	226438563	226438564	RPS3AP7
chr1	226445936	226445937	RN7SKP165
chr1	226493488	226493489	CDKN2AIPNLP1
chr1	226542728	226542729	ENSG00000287627
chr1	226548763	226548764	STUM
chr1	226668896	226668897	ITPKB-AS1
chr1	226675091	226675092	ITPKB-IT1
chr1	226739322	226739323	ITPKB
chr1	226781500	226781501	RPS27P5
chr1	226827710	226827711	ENSG00000287259
chr1	226870183	226870184	PSEN2
chr1	226870183	226870184	ENSG00000288674
chr1	226940285	226940286	COQ8A
chr1	226958266	226958267	ENSG00000228525
chr1	226992139	226992140	ENSG00000233706
chr1	227123894	227123895	ENSG00000287532
chr1	227178332	227178333	ENSG00000228625
chr1	227234268	227234269	ENSG00000228729
chr1	227265206	227265207	ENSG00000236636
chr1	227280448	227280449	ENSG00000287525
chr1	227318491	227318492	CDC42BPA
chr1	227393553	227393554	LINC01641
chr1	227411318	227411319	NUCKS1P1
chr1	227430525	227430526	ENSG00000242757
chr1	227434063	227434064	BTF3P9
chr1	227482252	227482253	ENSG00000237193
chr1	227490690	227490691	ENSG00000278180
chr1	227495141	227495142	TUBB8P10
chr1	227506181	227506182	TUBB8P9
chr1	227510617	227510618	ENSG00000227711
chr1	227520618	227520619	ENSG00000287205
chr1	227561180	227561181	RNA5SP77
chr1	227563542	227563543	ZNF678
chr1	227599093	227599094	FAM133FP
chr1	227706698	227706699	ZNF847P
chr1	227728199	227728200	SNAP47
chr1	227735410	227735411	JMJD4
chr1	227747190	227747191	SNAP47-AS1
chr1	227786752	227786753	ENSG00000286389
chr1	227815674	227815675	PRSS38
chr1	227941682	227941683	MIR5008
chr1	227947931	227947932	WNT9A
chr1	227978192	227978193	CICP26
chr1	227980050	227980051	SEPTIN14P17
chr1	228006997	228006998	WNT3A
chr1	228076549	228076550	LINC02809
chr1	228082707	228082708	ARF1
chr1	228097262	228097263	MIR3620
chr1	228105410	228105411	C1orf35
chr1	228109311	228109312	MRPL55
chr1	228115472	228115473	CIAO2AP2
chr1	228121311	228121312	ENSG00000287895
chr1	228121522	228121523	ENSG00000280157
chr1	228134991	228134992	ENSG00000227625
chr1	228139961	228139962	GUK1
chr1	228149929	228149930	GJC2
chr1	228165511	228165512	IBA57-DT
chr1	228165803	228165804	IBA57
chr1	228208043	228208044	OBSCN
chr1	228213663	228213664	OBSCN-AS1
chr1	228276065	228276066	ENSG00000269934
chr1	228303001	228303002	ENSG00000270110
chr1	228329466	228329467	ENSG00000286773
chr1	228368553	228368554	ENSG00000287315
chr1	228385015	228385016	ENSG00000270104
chr1	228394289	228394290	ENSG00000270094
chr1	228397108	228397109	MIR6742
